Date,GOOGL,AMZN,WMT,XOM,BRK,JNJ,UPS,AAPL,LIN,AMT,NEE
20090428,192.04,82.4,48.47,67.08,58.23,50.65,51.04,4.43,71.47,32.54,54.27
20090427,193.16,83.12,48.51,66.13,58.62,50.86,51.21,4.45,72.02,32.93,51.28
20090424,194.93,84.46,47.87,66.57,58.2,50.92,53.28,4.43,72.57,32.79,50.52
20090423,192.53,80.61,48.86,65.71,56.26,51.4,53.33,4.48,70.03,31.99,50.6
20090422,192.12,79.2,48.96,64.75,56.02,51.18,54.75,4.34,68.74,32.01,50.35
20090421,190.92,78.74,49.83,66.23,58,52.46,55.35,4.35,67.16,32.23,50.9
20090420,189.83,77.57,49.27,65.29,58.6,52.47,53.16,4.3,65.28,31.55,50.54
20090417,196.31,78.05,50.2,66.75,60.24,53.05,54.65,4.41,68.78,32.9,50.98
20090416,194.56,77.25,50.78,67.41,60.5,52.2,55.92,4.34,69.35,33.16,50.63
20090415,189.93,74.71,51.29,68.14,59.66,51.77,54.25,4.2,69.35,32.45,50.54
20090414,184.63,77.22,51.12,67.7,59.88,51.37,53.43,4.23,68.46,30.91,50.2
20090413,189.24,78.94,51.53,68.02,61.44,51.15,53.43,4.29,69.59,32.22,50.58
20090409,186.43,79.77,50.66,69.84,61.02,51.41,53.49,4.27,69.31,32.82,52.32
20090408,181.18,76.98,52.61,68.96,58.3,51.45,52.2,4.15,68.05,31.87,52.62
20090407,179.5,75.51,52.39,68.71,58.4,51.36,51.28,4.11,66.91,31.78,51.76
20090406,184.3,77.99,53.43,70.05,59.94,52.2,52.58,4.23,69.4,32.69,51.56
20090403,185.07,78.17,53.8,70.44,60.08,52.15,52.75,4.14,70.33,34.39,52.87
20090402,181.43,76.34,53.64,70.25,58.12,52.97,52.37,4.03,68.39,33.14,51.43
20090401,177.22,73.5,52.82,69.23,56.38,53.04,50.07,3.88,68.98,31.54,51.17
20090331,174.2,73.44,52.1,68.1,56.4,52.6,49.22,3.75,67.29,30.43,50.73
20090330,171.51,71.44,51.76,68.63,56.2,53.01,48.61,3.73,65.92,30.47,49.49
20090327,174.02,70.52,52.57,69.98,58.4,52.83,50.11,3.82,68.32,32.01,50.49
20090326,176.82,73.69,52.76,71.23,59.16,52.9,50.46,3.92,69.86,31.72,51.77
20090325,172.2,72.4,51.68,70.16,58,52.86,48.07,3.8,67.89,31.91,51.72
20090324,173.75,72.81,51.08,69.38,58.44,52.7,47.24,3.8,66.37,32.02,51.1
20090323,174.47,75.58,51.48,70.53,58.82,53.23,47.54,3.85,66.67,32.12,50.9
20090320,165.24,69.96,49.59,66.09,55.06,51.67,44.71,3.63,63.22,30.6,49.35
20090319,165.13,70.1,49.95,68.33,55.5,50.06,45.99,3.63,64.45,30.83,49.91
20090318,166.71,71.25,50.44,69.17,54.74,50.66,46.52,3.63,64.34,31,49.93
20090317,167.83,71.35,50,69.09,54.08,50.72,46.24,3.56,64.14,30.2,48.19
20090316,160,66.98,48.8,66.97,52.84,50.73,44.73,3.41,62.72,29.04,46.65
20090313,162.37,68.63,49.19,67.2,54.83,50.64,43.09,3.43,64.05,29.24,45.21
20090312,161.92,69.58,48.94,67.15,55.61,49,43.27,3.44,62.29,29.86,44.54
20090311,159.11,68.54,47.46,65.77,54.8,47.9,42.71,3.31,60.05,29.3,43.76
20090310,154.23,65.71,48.67,67.39,55.1,47.78,41.22,3.17,57.97,28.39,43.4
20090309,145.59,60.49,47.51,64.57,46.2,46.6,38.3,2.97,53.98,26.87,41.78
20090306,154.43,61.69,48.91,64.03,46.54,47.97,39.38,3.05,55.24,27.28,42.82
20090305,152.97,64.77,49.75,62.22,46,47.67,39.97,3.17,54.77,27.35,42.87
20090304,159.61,64.81,48.49,65.68,49,49.1,40.7,3.26,56.79,28.21,44.62
20090303,162.9,61.7,47.38,64.36,47.4,47.64,38.49,3.16,55.26,27.35,43.3
20090302,163.74,61.99,48.04,64.91,48.88,47.92,38.92,3.14,53.93,27.86,44.42
20090227,169.16,64.79,49.24,67.9,51.28,50,41.18,3.19,56.75,29.12,45.33
20090226,168.75,62.34,48.25,70.95,51.28,52.44,41.19,3.19,58.52,28.8,45.97
20090225,170.99,63.71,49.21,72.05,51.34,53.96,42.03,3.26,59.29,26.82,47.42
20090224,172.89,65.6,50.01,72.09,51.05,54.54,43.17,3.22,60.92,27.25,49.1
20090223,165.19,61.71,48.88,69.3,47.2,53.65,40.92,3.11,59.53,25.69,47.87
20090220,173.39,63.86,50.02,71.23,47.74,54.65,42.8,3.26,63.41,26.6,48.99
20090219,171.49,61.95,50.45,72.16,50.33,55.93,42.93,3.24,62.91,26.25,49.89
20090218,176.73,62.35,50,71.94,52.3,55.83,42.73,3.37,64.03,26.93,48.4
20090217,171.5,61.67,48.24,71.28,55.4,55.98,42.95,3.38,64.93,27.23,48.81
20090213,179.01,63.26,46.53,74.59,57.2,57.1,44.84,3.54,67.46,28.85,50.91
20090212,181.7,63.96,48.13,75.22,57.93,57.78,44.9,3.55,68.69,28.86,50.62
20090211,179.19,64.35,48.23,74.58,57.9,57.33,45.3,3.46,67.93,28.92,50.82
20090210,179.43,63.31,47.72,76.14,56.66,56.73,44.72,3.49,67.87,28.91,50.51
20090209,189.57,66.71,49.28,79.48,58.52,58.5,47.26,3.66,70.13,30.04,52.06
20090206,185.82,66.55,49.63,80.34,58.2,58.51,47.07,3.56,69.63,30.2,52.36
20090205,177.03,63.18,48.56,79.78,57.42,58.11,45.91,3.45,67.15,30.64,52.71
20090204,171.67,61.06,46.42,77.66,59.88,57.96,45.03,3.34,64.92,30.24,52.95
20090203,170.39,63.59,47.81,78.12,59.6,58.58,45,3.32,62.24,30.6,52.2
20090202,170.45,61.15,46.57,76.69,59.08,57.69,42.42,3.27,61.76,30.25,50.86
20090130,169.43,58.82,47.12,76.48,59.78,57.69,42.49,3.22,62.26,30.34,51.55
20090129,171.83,50,47.86,77,58,58.28,44.84,3.32,63.09,31.22,51.17
20090128,174.5,50.36,48.73,79.25,59.88,58.56,46.85,3.36,64,32,51.48
20090127,165.9,48.44,48.79,78.92,57.11,57.54,47.11,3.24,59.36,30.25,50.78
20090126,162.09,49.63,48.6,78.6,56,56.55,46.97,3.2,59.87,30,48.94
20090123,162.51,50.63,48.35,78.04,56.98,55.97,46.92,3.16,60.04,30.12,47.95
20090122,153.4,49.94,48.87,78.23,59.16,56.87,47.63,3.16,59.98,29.78,48.65
20090121,151.69,50.54,49.14,79.26,58.78,56.36,47.72,2.96,60.89,29.56,49.01
20090120,141.51,48.44,50.56,76.29,57.66,56.75,45.93,2.79,59.21,27.95,49.8
20090116,149.98,51.59,51.56,78.1,60.5,57.44,48.2,2.94,62.34,29.07,49.83
20090115,149.64,51.44,51.35,76.66,61.86,57.62,48.3,2.98,60.95,28.66,48.44
20090114,150.63,48.49,51.56,75.1,62,57.95,48.15,3.05,60.11,28.07,48.33
20090113,157.31,51.45,52.12,77.92,63.96,58.84,49.74,3.13,61.39,28.47,49.25
20090112,156.5,51.92,51.39,76.54,62.78,58.34,50.65,3.17,60.89,28.02,49.72
20090109,157.69,55.51,51.58,77.57,62.82,59.05,50.93,3.24,62.26,28.39,50.02
20090108,162.75,57.16,51.38,79.09,65.34,59.02,52.21,3.31,63.18,28.87,51.1
20090107,161.16,56.2,55.54,78.25,63.8,59.13,53.41,3.25,62.58,29.06,50.65
20090106,167.19,57.36,56.02,80.3,66.66,59.69,55.42,3.32,66.41,30.23,51.21
20090105,164.18,54.06,56.52,81.63,66.98,60.05,55.18,3.38,63.87,30.07,51.94
20090102,160.82,54.36,57.18,81.64,66.46,60.65,56.11,3.24,62.43,30.19,51.66
20081231,153.97,51.28,56.06,79.83,64.28,59.83,55.16,3.05,59.36,29.32,50.33
20081230,151.7,50.76,55.05,78.59,61.12,59.17,54.18,3.08,58.65,28.25,49.58
20081229,148.85,49.4,55.11,78.02,61.76,58.15,53.12,3.09,56.47,27.45,49.12
20081226,150.33,51.78,55.35,77.19,62.26,58.56,53.16,3.06,56.22,28.28,50.01
20081224,151.62,51.44,55.44,75.78,62.3,58.56,52.89,3.04,55.58,27.76,50.16
20081223,149.15,51.08,55.29,75.1,62.86,58.68,52.66,3.09,55.89,27.8,49.62
20081222,148.7,49.84,55.99,74.91,63.98,58.93,53.19,3.06,56.09,27.68,50.93
20081219,155.24,51.56,55.74,75.02,64.24,58.84,53.33,3.21,57.74,29.45,50.39
20081218,155.29,52.08,55.41,77,65.6,58.99,52.78,3.19,57.56,28.38,50.31
20081217,157.77,53.18,55.19,81.06,66,58.78,52.46,3.18,58.8,28.68,47.34
20081216,162.8,52.63,55.24,83.14,66.56,59.6,52.64,3.41,58.67,28.27,47.99
20081215,155.49,48.85,54.71,79.95,63.32,57.81,51.85,3.38,55.43,26.33,45.37
20081212,158.03,51.25,54.63,80.45,64.84,57.25,52.03,3.51,55.78,26.82,46.29
20081211,150.26,48.25,54.79,80.02,66.8,58.25,51.83,3.39,55.77,27.47,45.67
20081210,154.56,49.7,55.25,80.07,68.9,57.8,54.16,3.51,58.59,27.87,45.33
20081209,153.13,51.25,55.81,78.2,70.86,57.81,54.51,3.57,56.95,27.39,45.43
20081208,151.2,51.41,57.56,79.6,70.79,58.77,58.62,3.56,59.31,29.11,45.82
20081205,142.13,48.26,58.21,76.6,67.2,58.23,57.83,3.36,55.81,29.62,46.35
20081204,137.3,47.32,55.11,76.27,65.6,56.18,56.83,3.26,52.2,27.89,44.58
20081203,139.85,45.21,54.38,78.93,67.51,57.32,56.73,3.43,54.2,27.83,46.92
20081202,137.69,41.19,53.45,77.61,66.72,56.83,55.19,3.3,55.18,27.18,45.79
20081201,133.12,40.47,53.01,74.31,65.6,55.33,53.72,3.18,51.61,25.43,45.3
20081128,146.62,42.7,55.88,80.15,69.98,58.58,57.6,3.31,59.05,27.24,48.76
20081126,146.19,43.96,56.69,80.89,67.2,58.27,57.39,3.39,59.37,27.18,48.46
20081125,141.16,42.19,54.68,78.11,64.28,58.7,56.43,3.24,58.86,25.09,47.97
20081124,128.84,42.5,52.77,78.8,59,59.11,54.61,3.32,56.16,25.15,48.36
20081121,131.34,37.87,52.92,75.81,58.28,58.35,52.31,2.95,54.33,20.92,48.37
20081120,129.91,35.03,50.66,68.51,52.4,55.81,49.21,2.87,47.8,20.14,43
20081119,140.23,35.84,51,73.42,55.66,58.12,51.36,3.08,53.84,21.58,44.67
20081118,148.85,38.44,52.72,76.33,62.5,60.89,54.31,3.21,57.53,24.06,46.63
20081117,150.21,39.69,51.81,73.38,62.8,59.27,53.28,3.15,57.87,24.75,45.63
20081114,155.16,41.75,52.71,73.68,67.78,60.05,53.14,3.22,59.46,26.64,47.3
20081113,156.19,44.93,54.93,75.41,68.5,62.9,55.09,3.44,62.28,27.22,48.04
20081112,145.64,41.56,52.62,68.93,67.2,57.92,51.2,3.22,56.59,26.17,43.29
20081111,155.88,46.3,54.75,72.65,69.2,59.55,53.38,3.38,59.84,28.06,44.38
20081110,159.54,48.46,55.18,74.02,70.78,60.01,53.6,3.42,63.24,29.57,45.49
20081107,165.73,49.21,54.39,73.95,73.72,60.22,51.92,3.51,63.46,30.57,46.92
20081106,165.77,47.22,53.49,69.96,74,57.92,49.87,3.54,60.21,29.98,43.64
20081105,171.29,51.98,54.13,73.69,77.8,59.85,52.44,3.69,63.21,31.02,45.98
20081104,183.65,58.45,56.13,77.49,79,61.89,55.18,3.96,68.01,32.42,47.33
20081103,173.41,55.77,55.97,74.29,77.2,61.16,53.02,3.82,63.06,32.61,46.58
20081031,179.85,57.24,55.81,74.12,76.8,61.34,52.78,3.84,65.15,32.31,47.24
20081030,180.02,56.71,54.75,75.05,74.6,60.57,51.13,3.97,63.91,30.02,47.3
20081029,179.17,56.89,55.02,74.65,73.9,61.53,47.7,3.73,61.71,29.08,45.2
20081028,184.55,56.04,55.17,74.86,70.2,64.19,48.86,3.57,57.5,30.35,45.14
20081027,164.9,49.58,49.67,66.09,70.4,60.15,44.68,3.29,50.06,26.82,40.68
20081024,169.81,48.96,51.4,69.04,74.26,60.79,46.55,3.44,53.78,27.13,43.2
20081023,176.33,50.32,52.76,70.39,77,62.45,48.13,3.51,56.83,27.75,44.9
20081022,178.01,49.99,52.27,64.57,78.97,61.42,46.39,3.46,59.24,29.26,41.28
20081021,181.55,50.23,53.67,71.5,81.2,63.66,50.7,3.27,65.31,31.15,43.67
20081020,189.84,52.97,54.43,74.99,82.58,64.44,52.17,3.52,71.02,33.07,46.53
20081017,186.45,50.65,53.77,68.04,79.52,62.65,50.54,3.48,64.2,33.81,41.82
20081016,176.68,50.29,54.62,69.45,75.3,63.5,51.64,3.64,63.87,32.13,40.57
20081015,169.75,48.72,50.05,62.35,75.92,60.54,51.3,3.5,61.99,30.01,37.49
20081014,181.53,55.86,54.44,72.46,79.16,64,54.9,3.72,67.68,32.98,42.48
20081013,190.69,62.02,54.5,73.08,78.9,62.68,55.65,3.94,68.97,33.97,42.25
20081010,166.16,56.25,50.95,62.36,75.6,55.85,51.7,3.46,61.2,29.6,37.08
20081009,164.65,56,51.39,68,77.1,57.58,53,3.17,61.26,30.81,39.1
20081008,169.22,61.02,54.55,77,78.6,62.36,57.9,3.21,64.53,33.15,41.25
20081007,173.17,58.52,54.84,76.07,82.5,62.49,59.19,3.18,65.66,31.46,43.48
20081006,185.78,65.23,57.9,77.32,87.8,64.5,60,3.51,69.18,33.37,44.9
20081003,193.64,67,59.73,77.94,93,66.16,60.76,3.47,72.75,34.63,48.4
20081002,195.43,67.36,58.85,77.5,92.16,67.79,61.08,3.58,69.75,33.56,48.34
20081001,206.06,69.58,59.66,78.58,91.3,67.79,63.8,3.9,70.3,35.83,50.19
20080930,200.45,72.76,59.89,77.66,87.9,69.28,62.89,4.06,71.74,35.97,50.3
20080929,190.68,63.35,58.45,74.06,89.16,66.9,63.56,3.76,70.34,34.2,51.61
20080926,215.73,70.7,60.71,80.65,88.5,69.4,64.39,4.58,74.15,38.19,55.32
20080925,220.01,72.08,60.12,80.67,88.8,69.36,63.77,4.71,77.91,38.1,55.45
20080924,217.77,69.96,58.92,78.03,89.5,68.19,63.39,4.6,78.6,35.39,53.75
20080923,214.84,71.76,58.4,77.69,86,68.15,64.79,4.53,80.01,35.55,53.25
20080922,215.28,74.93,58.89,78.88,87.1,68.41,65.88,4.68,83.35,37.29,53.6
20080919,224.79,81,59.7,79.61,91.9,69.99,67.7,5.03,87.65,39.71,55.97
20080918,219.75,76.5,61.48,77.75,85,70.93,66.48,4.79,82.16,38.89,52.64
20080917,207.45,71.54,59.64,75.28,83.3,69.51,65.56,4.57,82.63,35.41,50.02
20080916,221.68,78.73,62.14,76.43,83.5,69.8,68.82,5,85.6,38.17,52.97
20080915,217.14,77.34,61.63,73.25,80.3,69.61,67.65,5.01,84.06,37.49,53.45
20080912,219.04,78.3,62.41,77.5,79.6,70.59,68.6,5.32,86.8,39.34,55.98
20080911,217.08,79.51,63.17,75.56,78.22,71.16,68.12,5.45,85.09,38.78,55.43
20080910,207.28,76.74,62.02,75.25,77.9,71.23,66.69,5.41,82.98,38.32,54.78
20080909,209.53,79.04,61.13,73.26,79.07,71.34,65.16,5.42,81.91,38.62,54.15
20080908,210.18,81.16,62,76.77,79.92,72.22,65.99,5.64,84.4,39.96,55.92
20080905,222.34,79.19,60.74,75.62,78.24,70.67,63.89,5.72,86.13,38.77,55.06
20080904,225.35,78.03,59.78,76.14,78.92,70.45,64.16,5.76,85.16,38.68,56.4
20080903,232.43,80.77,59.79,78.02,80.29,71.51,65.65,5.96,87.71,40.2,56.85
20080902,232.85,81.41,59.65,77.32,79.99,71.73,65.01,5.94,88.89,41.16,59
20080829,231.87,80.81,59.07,80.01,78.04,70.43,64.12,6.05,89.84,41.33,60.06
20080828,237.12,83.42,59.88,81.18,78.6,71.41,64.7,6.21,91,41.93,61.15
20080827,234.52,81.73,59.29,80.47,77.1,71.21,63.52,6.24,90.33,41.14,60.73
20080826,237.31,81.76,59,79.95,77.04,70.71,62.8,6.2,89.8,40.5,60.83
20080825,241.74,82.85,58.55,78.71,77.33,70.8,62.87,6.16,89.02,40.08,60.52
20080822,245.53,85.26,59.44,80.3,77.4,71.42,63.52,6.31,90.77,40.91,61.41
20080821,243.5,83.26,58.5,80.35,76.7,71.28,62.19,6.22,90.83,40.34,61.1
20080820,242.73,82.13,58.36,78.81,77.1,71.08,63.07,6.28,89.66,39.76,60.8
20080819,245.49,81.29,58.2,77.95,78,71.15,64,6.2,88.36,39.95,60.52
20080818,249.39,83.11,58.83,76.53,78.48,71.09,65.3,6.26,88.6,41.33,60.17
20080815,255.32,86.4,59.37,77.07,80,71.33,66.14,6.28,89.27,42.29,59.73
20080814,252.99,88.03,58.1,77.45,77.86,71.19,65.59,6.4,89.44,42.54,59.15
20080813,250.26,86.69,57.88,78.17,76.1,71.2,64.6,6.4,90.03,42.38,60.09
20080812,251.55,87.25,59.25,76.88,76.76,71.7,64.93,6.31,87.96,42.76,59.04
20080811,250.66,88.09,58.56,78.16,78.2,71.66,65.51,6.2,88.2,43.02,60.69
20080808,247.74,80.51,57.86,78.72,76.96,71.55,65.7,6.06,90.3,42.36,60.05
20080807,239.79,76.95,56.96,77.44,77.08,70.65,63.26,5.84,89.19,41.07,59.09
20080806,243.41,78.09,60.76,78.33,77.56,71.07,64.3,5.86,91.55,42.27,57.21
20080805,240.16,79.11,60.34,78.35,76.98,70.45,65.25,5.74,90.03,41.26,59
20080804,231.72,75.71,58.43,76.6,76.54,68.98,62.57,5.47,88.68,41.08,59.64
20080801,234.16,75.75,57.75,79.72,77.74,68.1,62.26,5.6,91.49,41.63,61.24
20080731,237.1,76.34,58.62,80.43,76.58,68.47,63.08,5.68,93.73,41.9,64.53
20080730,241.58,78.21,58.56,84.38,76.1,68.08,62.94,5.71,94.62,42.8,64.17
20080729,241.79,78.21,57.45,80.9,74.3,68.48,63.61,5.61,94.24,41.34,63.75
20080728,238.79,75.98,56.02,80.68,74.6,68.48,61.59,5.51,92.76,40.84,63.44
20080725,246.23,78.31,56.83,81.7,75.4,69.03,62.55,5.79,94.26,41.39,63.07
20080724,238.04,78.72,56.97,80.8,76.92,68.66,62.51,5.68,92.68,39.87,63.2
20080723,244.85,70.54,58.09,80.99,78.5,68.27,63.4,5.94,95.66,40.64,63.76
20080722,238.79,67.97,59.06,82.86,78.72,67.99,62.11,5.79,91.95,39.25,65.74
20080721,234.63,68.48,57.31,82.98,78.74,67.11,59.46,5.94,92.15,39.57,65.42
20080718,240.89,69.12,57.92,81.54,78.28,67.82,60.81,5.9,91.04,39.75,65.21
20080717,266.98,72.11,57.68,80.33,77.3,67.83,59.77,6.14,92.31,39.74,64.41
20080716,268.06,71.84,56.96,80.81,75.8,68.19,59.14,6.17,91.33,40.18,66.19
20080715,258.29,67.03,56.24,82.19,76.64,67.7,56.44,6.06,91.25,40.02,66.82
20080714,261.06,66.28,56.31,85.42,77.14,66.41,57.19,6.21,91.51,39.87,67.48
20080711,267.16,68.54,56.29,85.48,78.18,66.26,57.99,6.16,91.46,40.05,67.91
20080710,270.55,70.63,57.21,86.06,79.48,66.94,59.3,6.31,92.35,41.23,68.07
20080709,271.04,70.61,57.67,84.31,79.7,66.18,59.29,6.22,91.2,39.93,67.06
20080708,277.53,75.04,59.11,85.94,79.34,66.21,60.4,6.41,92.62,40.47,66
20080707,272.22,72.49,56.91,86.95,78.82,65.25,57.9,6.26,93.49,40.04,64.66
20080703,268.76,72,56.6,88.27,77.9,65.12,59.47,6.08,94.19,39.8,64.85
20080702,263.78,71.44,56.5,87.41,78.96,64.64,58.54,6.01,90.97,39.36,65.76
20080701,267.62,73.62,57.03,88.35,79.98,64.69,60.5,6.24,94.43,40.58,65.71
20080630,263.46,73.33,56.2,88.13,80.24,64.34,61.47,5.98,94.24,42.25,65.58
20080627,264.29,74.66,56.3,86.55,80.33,63.57,60.36,6.07,94.66,41.49,63.52
20080626,264.67,76.3,56.83,86.41,80.75,64.26,59.88,6.01,93.75,41.51,63.82
20080625,275.77,80.51,58.12,87.6,81.34,65.28,61.4,6.34,98.03,42.67,65.95
20080624,271.41,79.64,57.32,86.92,81.84,64.72,62.26,6.19,96.72,41.97,66.05
20080623,272.87,80.68,56.64,87.7,81.3,64.29,66.26,6.18,99.5,42.03,66.88
20080620,273.48,81.1,56.26,84.91,83.08,64.06,66.37,6.26,97.23,43.3,66.41
20080619,280.37,84.26,57.69,85.79,83.26,64.62,66.84,6.46,97.91,44.25,67.48
20080618,281.46,82.52,57.67,87.83,83.98,64.44,65.8,6.38,97.44,44.06,67.07
20080617,285.01,82.97,58.69,88.62,84.14,65.59,67.34,6.48,97.67,44.51,67.56
20080616,286.68,81.7,59.31,87.99,83.96,65.84,68.08,6.32,97.92,44.07,67.16
20080613,286.03,79.17,59.18,88.36,84.94,66.27,68.31,6.16,97.59,43.2,67.42
20080612,276.74,76.15,59.11,87.06,84.5,65.69,68.29,6.19,96.07,42.36,65.51
20080611,272.86,77.28,58.52,88.61,84.4,65.2,68.06,6.46,94.37,42.23,64.16
20080610,277.35,79.62,59.78,87.89,84.5,65.62,69.99,6.63,95.15,43.29,64.56
20080609,279.21,79.43,59.57,89.07,84.84,65.63,69.47,6.49,96.89,42.79,64.2
20080606,283.77,80.63,58.37,86.79,85.72,65.76,68.59,6.63,96.12,41.81,64.01
20080605,293.43,84.51,59.8,89.31,87.1,66.96,71.05,6.77,99.19,44.06,65.97
20080604,286.39,81.5,57.68,85.75,87,66.55,70.74,6.61,96.24,43.49,65.39
20080603,283.92,80.11,57.77,85.71,89.4,66.76,70.83,6.62,95.43,44.62,65.81
20080602,287.78,80.23,57.2,87.81,87.8,66.51,70.99,6.65,93.59,44.88,66.47
20080530,293.18,81.62,57.74,88.76,89.96,66.74,71.02,6.74,95.06,45.72,67.52
20080529,291.78,80.35,57.94,89.35,88.02,66.42,71.6,6.67,94.87,45.18,67.4
20080528,284.4,80.08,57.09,90.43,86.76,64.88,70.54,6.68,95,44.87,66.15
20080527,280.72,80.62,56.4,89.8,85.9,65.15,68.4,6.66,91.51,44.32,65.8
20080523,272.57,78.35,55.75,90.7,82.6,64.92,67.02,6.47,91.81,43.5,65.48
20080522,275,79.26,56.05,92.51,82.11,65.41,69.35,6.32,93.18,43.73,66.56
20080521,275.26,78.3,55.23,93.67,81.2,65.73,69.38,6.36,92.91,43.74,66.03
20080520,289.58,80.72,55.95,94.56,82.02,66.15,70.2,6.64,95.74,44.96,65.7
20080519,289.04,82.29,56.4,94.36,82.39,66.63,70.92,6.56,94.42,45.55,65.99
20080516,290.32,76.46,57.04,92.67,81.54,66.68,70.77,6.7,95.04,45.58,64.37
20080515,290.78,76.12,57.12,91.3,81.3,66.68,71.36,6.78,95.28,45.62,64.31
20080514,288.43,74.2,57.45,89.91,82.39,66.81,71.6,6.65,95.97,45.38,64.96
20080513,291.78,74.56,56.65,89.68,82.96,66.41,70.8,6.78,95.33,44.81,64.72
20080512,292.75,74.53,58.02,89.19,81.9,66.71,70.42,6.72,94.09,44.5,65.7
20080509,286.88,72.41,57.18,88.82,83.58,66.55,70.29,6.55,92.47,43.72,65.24
20080508,291.79,72.79,57.16,89.93,85.6,66.9,71.07,6.61,93.37,43.99,65.37
20080507,289.78,73.18,56.83,88.82,85.25,66.91,71.58,6.52,91.34,43.97,64.87
20080506,293.46,75.71,56.35,90.07,86.9,67.58,73.33,6.67,93.71,43.98,66.69
20080505,297.74,75.92,56.97,89.51,86.67,67.9,72.74,6.6,92.81,43.25,67.15
20080502,290.93,77.31,57.5,89.61,88.96,68.26,73.28,6.46,92.53,44.26,68.45
20080501,296.83,79.36,58.07,89.7,89.2,67.81,73.58,6.43,90.68,43.66,67.55
20080430,287.42,78.63,57.98,93.07,89.14,67.09,72.41,6.21,91.31,43.42,66.29
20080429,279.51,80.74,58.61,91.79,87.66,67.19,73.19,6.25,90.53,43.07,66.92
20080428,276.33,81.97,57.35,92.45,85.42,67.32,72.76,6.15,94.08,43.4,66.44
20080425,272.29,80.86,57.65,92.46,84.6,67.31,72.72,6.06,95.46,43.58,66.63
20080424,271.78,77.69,57.45,92.6,84.5,67.37,72.77,6.03,91.36,43.47,66.99
20080423,273.51,81,56.92,94.22,84.72,67.26,71.67,5.82,91.37,42.69,67.71
20080422,277.77,79.6,56.55,94.39,84.82,66.99,71.9,5.72,93.1,41.21,66.37
20080421,269.16,80.18,56.38,94.26,85.5,66.32,72.52,6.01,93.73,41.74,66.61
20080418,269.97,80.1,56.31,94,85.76,66.51,73.19,5.75,92.77,40.99,66.44
20080417,224.99,74.04,56.67,93.38,85.64,65.76,72.2,5.52,89.99,39.85,67.3
20080416,227.74,74.59,57.07,92.89,86.4,65.7,72.79,5.49,90.82,40.01,67.34
20080415,223.64,72.5,56.27,90.8,85.8,65.65,71.03,5.3,87.24,38.86,65.06
20080414,226.05,72.61,55.15,89.7,85.72,65.74,70.25,5.28,87.21,39,64.55
20080411,228.95,71.99,54.8,88.62,87.08,66,70.89,5.26,86.17,38.94,64.84
20080410,234.77,74.83,54.66,89.55,87.58,66.33,71.33,5.52,87.11,39.48,65.15
20080409,232.32,74.39,54.14,89.7,87.8,66.29,70.57,5.41,87.78,39.63,66
20080408,234.13,77.3,54.45,89.61,88.3,66.32,73.31,5.46,88.19,40.53,66.15
20080407,238.64,76.9,54.23,88.92,88.1,66.14,73.78,5.57,88.12,40.03,65.76
20080404,235.77,76.87,54.4,88.74,87.38,65.73,74.41,5.47,88.3,40.66,65.95
20080403,227.78,74.94,54.93,88.23,86.84,65.27,74.58,5.41,88.28,41.01,65.78
20080402,233.08,77.37,54.46,88.52,87.29,65.31,74.51,5.27,86.87,40.33,65.77
20080401,233.08,76.7,54.08,87.02,88.8,65.87,74.73,5.34,87,39.96,64.89
20080331,220.45,71.3,52.68,84.58,89.46,64.87,73.02,5.13,84.23,39.21,62.74
20080328,219.25,69.76,52.12,85.22,89.04,64.18,72.26,5.11,82.73,38.94,61.96
20080327,222.25,70.8,52.37,86.2,87.4,64.62,72.83,5.01,84.43,40.49,63.27
20080326,229.32,73.8,52.9,86.26,85.65,64.7,72.73,5.18,84.49,40.54,62.69
20080325,225.61,75.17,53.05,85.2,86,64.55,73.34,5.04,85.05,39.98,62.6
20080324,230.5,75.95,53.63,85.95,86.82,64.89,73.36,4.98,84.89,40.06,62.41
20080320,216.98,73.19,53.23,85,86.96,65.38,71.66,4.76,81.72,39.15,60.87
20080319,216.21,70.17,50.78,84.43,85.31,64.88,70.64,4.63,82.68,38.97,60.81
20080318,219.79,71.7,50.98,88.47,86.11,65.31,71.9,4.74,86.37,39.21,62.16
20080317,210.14,66.53,49.95,85.79,84.9,64.04,69.61,4.53,82.73,37.7,62.13
20080314,219.17,68.22,49.82,85.91,86.36,62.65,69.61,4.52,82.72,37.39,61.44
20080313,221.72,68.32,50.6,87.05,86.68,62.81,70.73,4.57,83.36,37.31,61.45
20080312,220.3,66.51,50.29,85.97,87.14,62.55,71.94,4.5,82.48,36.36,60.72
20080311,220.13,67.15,50.25,86.68,88,62.44,72.79,4.55,83.26,36.84,60.88
20080310,207.01,63.47,48.85,82.46,87.26,61.33,71.19,4.27,77.74,35.5,59.8
20080307,216.88,64.09,49.9,82.49,89.24,61.51,71.96,4.37,79.1,36.79,60.29
20080306,216.56,62.74,49.98,84.51,90.44,62.63,72.04,4.32,82.64,37.18,60.54
20080305,224.07,64.99,49.55,87.19,92.18,63.13,72.3,4.45,82.24,38.02,62.17
20080304,222.52,65.34,49.87,86.69,91.5,62.64,71.05,4.45,79.83,37.64,62.15
20080303,228.73,62.43,49.89,87.75,90.18,62.23,70.61,4.35,80.95,38.06,61.35
20080229,235.82,64.47,49.59,87.01,93.49,61.96,70.24,4.47,80.28,38.44,60.29
